Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Forest area (% of land area),AG.LND.FRST.ZS,Bermuda,BMU,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,..
Forest area (% of land area),AG.LND.FRST.ZS,Bhutan,BTN,53.6506645549301,65.4773869346734,71.2327832725556,71.2342701342282,71.2861786912752,71.3455689564761,71.39486103828,71.4472994231778,71.4997378080755,71.5521761929733,71.60513896172,..
Forest area (% of land area),AG.LND.FRST.ZS,Bolivia,BOL,53.3598449183052,50.8643865965107,48.0266038955045,47.7713283485646,47.5327425459245,47.3121388350411,47.1095356780209,46.9249146127573,46.7283054555525,46.5396883596418,46.3457431920982,..
Forest area (% of land area),AG.LND.FRST.ZS,Bosnia and Herzegovina,BIH,..,41.2431640625,42.197265625,42.5099609375,42.7326171875,42.7326171875,42.7326171875,42.7326171875,42.7326171875,42.7326171875,42.7326171875,..
Forest area (% of land area),AG.LND.FRST.ZS,Botswana,BWA,33.1792917262188,31.0918779665802,27.9607573271223,27.7520159511584,27.5432745751945,27.3345331992307,27.1257918232668,26.9170504473029,26.7083090713391,26.4995676953752,26.2908263194114,..
Forest area (% of land area),AG.LND.FRST.ZS,Brazil,BRA,70.4580205643839,65.9343586013156,60.2867384370207,60.0710205859198,59.8329293359527,59.7083800941358,59.5585860011916,59.4174780513368,59.2704836243471,59.1275092305226,58.9818729765235,..
Forest area (% of land area),AG.LND.FRST.ZS,British Virgin Islands,VGB,24.7333333333333,24.4666666666667,24.1333333333333,24.1333333333333,24.1333333333333,24.1333333333333,24.1333333333333,24.1333333333333,24.1333333333333,24.1333333333333,24.1333333333333,..
Forest area (% of land area),AG.LND.FRST.ZS,Brunei Darussalam,BRN,78.3681214421252,75.3320683111954,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,..
Forest area (% of land area),AG.LND.FRST.ZS,Bulgaria,BGR,30.0732170297388,30.507095724487,35.3076639646279,35.3813559322034,35.5011053795136,35.6208548268239,35.7406042741341,35.8603537214444,35.9801031687546,36.0998526160649,36.2196020633751,..
Forest area (% of land area),AG.LND.FRST.ZS,Burkina Faso,BFA,28.2039473684211,26.3760964912281,23.6345029239766,23.4517543859649,23.2690058479532,23.0862573099415,22.9035087719298,22.7207602339181,22.5380116959064,22.3552631578947,22.172514619883,..
Forest area (% of land area),AG.LND.FRST.ZS,Burundi,BDI,10.7663551401869,7.55218068535826,10.8894080996885,10.8894080996885,10.8894080996885,10.8894080996885,10.8894080996885,10.8894080996885,10.8894080996885,10.8894080996885,10.8894080996885,..
Forest area (% of land area),AG.LND.FRST.ZS,Cabo Verde,CPV,3.81637717121588,9.8560794044665,10.9727047146402,11.0471464019851,11.12158808933,11.1960297766749,11.2704714640199,11.3449131513648,11.4193548387097,11.4937965260546,11.5682382133995,..
Forest area (% of land area),AG.LND.FRST.ZS,Cambodia,KHM,62.3430206208928,61.0752322682982,50.117946974847,49.2359506004985,48.35395422615,47.4719578518015,46.589961477453,45.7079651031045,44.825968728756,43.9439723544074,43.0619759800589,..
Forest area (% of land area),AG.LND.FRST.ZS,Cameroon,CMR,47.5978929999365,45.6886674705422,43.6218400287703,43.5033741617482,43.3849082947262,43.2664424277041,43.147976560682,43.02951069366,42.9110448266379,42.7925789596158,42.6741130925938,..
Forest area (% of land area),AG.LND.FRST.ZS,Canada,CAN,38.8455115614254,38.7929818338782,38.7164380704449,38.7120133755838,38.7078876013737,38.7037629425392,38.6996371683291,38.6955125094946,39.4701279256318,39.4659199995449,39.4617117321106,..
Forest area (% of land area),AG.LND.FRST.ZS,Cayman Islands,CYM,54.7083333333333,53.875,53,53,53,53.375,53,53,52.75,52.6666666666667,52.4720833333333,..
Forest area (% of land area),AG.LND.FRST.ZS,Central African Republic,CAF,37.2451764101576,36.7636200199043,36.0412854345244,35.9931297954991,35.9449741564737,35.8968185174484,35.8486628784231,35.8005072393977,35.7523516003724,35.7041959613471,35.6560403223217,..
Forest area (% of land area),AG.LND.FRST.ZS,Chad,TCD,5.34466327827192,5.0452668360864,3.88341804320203,3.78732528589581,3.69361499364676,3.60149301143583,3.51175349428208,3.42519059720457,3.33650992693774,3.24924110546379,3.16103105146125,..
Forest area (% of land area),AG.LND.FRST.ZS,Channel Islands,CHI,4.19191919191919,4.19191919191919,5.15151515151515,5.15151515151515,5.15151515151515,5.15151515151515,5.15151515151515,5.15151515151515,5.15151515151515,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Chile,CHL,20.5049009323069,21.2728705691214,23.7245368895995,23.8708420449261,24.0364518962995,24.2020617476728,24.3497974857398,24.5152454733888,24.6807203850391,24.8461772576085,25.0116461113584,..
Forest area (% of land area),AG.LND.FRST.ZS,China,CHN,16.7380065507416,18.8534727562839,22.3998214356282,22.6305120997506,22.8306567492632,23.0309079153534,23.2311590814436,23.4313037309562,23.6315548970464,23.8316995465589,24.0319389958256,..
Forest area (% of land area),AG.LND.FRST.ZS,Colombia,COL,58.5472194682289,56.5439387111311,54.1997836863452,54.0419017575485,53.8438666065795,53.6642451554754,53.4846327174403,53.3050112663362,53.1253958539883,52.9457763857593,52.7661596214511,..
Forest area (% of land area),AG.LND.FRST.ZS,Comoros,COM,24.7501343363783,22.3965609887157,18.8662009672219,18.6297689414293,18.3933369156368,18.1622783449758,17.9258463191832,17.6894142933906,17.4529822675981,17.2165502418055,16.9801182160129,..
Forest area (% of land area),AG.LND.FRST.ZS,"Congo, Dem. Rep.",COD,66.4427339494056,63.4741183476324,58.0764076663505,57.5905868860413,57.1047705167508,56.6189541474604,56.1333009858627,55.6472067223925,55.1615535607949,54.6754592973247,54.1898572594341,..
Forest area (% of land area),AG.LND.FRST.ZS,"Congo, Rep.",COG,65.3440702781845,64.9926793557833,64.4655929721816,64.4304538799414,64.3953147877013,64.3513909224012,64.307467057101,64.2635431918009,64.2196193265007,64.1756954612006,64.1317715959004,..
Forest area (% of land area),AG.LND.FRST.ZS,Costa Rica,CRI,56.9408538973756,55.9580885233059,57.8345084214649,58.1551116333725,58.4757148452801,58.7961222091657,59.1167254210732,59.4373286329808,59.7579318448884,60.0785350567959,60.3991382687035,..
Forest area (% of land area),AG.LND.FRST.ZS,Cote d'Ivoire,CIV,24.6882389937107,16.0202830188679,10.6954402515723,10.3404402515723,9.98544025157233,9.63044025157233,9.27547169811321,8.92047169811321,8.5654927672956,8.21049968553459,7.85551603773585,..
Forest area (% of land area),AG.LND.FRST.ZS,Croatia,HRV,..,33.7136929460581,34.3435065399185,34.3813916088914,34.5151954828104,34.5598956472018,34.6045672217854,34.6517155110793,34.6963902787706,34.7410650464618,34.785739814153,..
Forest area (% of land area),AG.LND.FRST.ZS,Cuba,CUB,19.1620111731844,22.6722532588454,30.5859750240154,31.1514801999231,31.233140655106,31.233140655106,31.233140655106,31.233140655106,31.233140655106,31.233140655106,31.233140655106,..
Forest area (% of land area),AG.LND.FRST.ZS,Curacao,CUW,..,..,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,0.157657657657658,..
Forest area (% of land area),AG.LND.FRST.ZS,Cyprus,CYP,17.4361471861472,18.5725108225108,18.6915584415584,18.6807359307359,18.6785714285714,18.6764069264069,18.6742424242424,18.6720779220779,18.6699134199134,18.6677489177489,18.6655844155844,..
Forest area (% of land area),AG.LND.FRST.ZS,Czechia,CZE,..,34.1308399119969,34.5601606009584,34.579070068644,34.6025126278979,34.6259551871519,34.6514173213048,34.6779919254939,34.7066980208929,34.7369431785448,34.7623883740408,..
Forest area (% of land area),AG.LND.FRST.ZS,Denmark,DNK,13.286,14.29,15.617,15.6165,15.64,15.664,15.6875,15.711,15.7345,15.758,15.7815,..
Forest area (% of land area),AG.LND.FRST.ZS,Djibouti,DJI,0.241587575496117,0.241587575496117,0.241587575496117,0.241587575496117,0.242018981880932,0.243313201035375,0.245901639344262,0.250215703192407,0.253377911993098,0.257308024158758,0.260724762726488,..
Forest area (% of land area),AG.LND.FRST.ZS,Dominica,DMA,67.08,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,63.8266666666667,..
Forest area (% of land area),AG.LND.FRST.ZS,Dominican Republic,DOM,33.0136617677499,40.8294348996067,43.5448147381494,43.7122748913268,43.8797350445042,44.0471951976816,44.3173806724841,44.4852298911864,44.6530791098888,44.8209283285911,44.9887775472934,..
Forest area (% of land area),AG.LND.FRST.ZS,Ecuador,ECU,52.8543924288398,55.2846674182638,51.6153164760831,51.3565388951522,51.0977613142213,50.8389837332904,50.5802061523595,50.3214285714286,50.0626509904977,49.8038734095668,49.5450958286359,..
Forest area (% of land area),AG.LND.FRST.ZS,"Egypt, Arab Rep.",EGY,0.0440102466221307,0.0594806368978854,0.0486413179968858,0.0451855944547692,0.0451855944547692,0.0451855944547692,0.0451855944547692,0.0451855944547692,0.0451855944547692,0.0451855944547692,0.0451855944547692,..
Forest area (% of land area),AG.LND.FRST.ZS,El Salvador,SLV,34.6949806949807,32.523166023166,29.265444015444,29.0482625482625,28.8310810810811,28.6138996138996,28.3967181467181,28.1795366795367,27.9623552123552,27.7451737451737,27.5279922779923,..
Forest area (% of land area),AG.LND.FRST.ZS,Equatorial Guinea,GNQ,96.2263814616756,93.2470588235294,88.7778966131907,88.4798573975044,88.1818181818182,87.8837789661319,87.5857397504456,87.2877005347594,86.9896613190731,86.6916221033868,86.3935828877005,..
Forest area (% of land area),AG.LND.FRST.ZS,Eritrea,ERI,..,11.0738613861386,8.84524597758958,8.81997366660957,8.79432689018704,8.76775721087697,8.74145380877288,8.71821523958664,8.68225472898591,8.65617743125414,8.63010013352237,..
Forest area (% of land area),AG.LND.FRST.ZS,Estonia,EST,..,52.8164661476763,55.6938118242466,55.6993328732459,57.0385964912281,57.0385964912281,57.0385964912281,57.0385964912281,57.0385964912281,57.0652937046572,57.0652937046572,..
Forest area (% of land area),AG.LND.FRST.ZS,Eswatini,SWZ,26.8104651162791,27.5162790697674,28.5755813953488,28.646511627907,28.7168604651163,28.7872093023256,28.8575581395349,28.9279069767442,28.9982558139535,29.0686046511628,29.1389534883721,..
Forest area (% of land area),AG.LND.FRST.ZS,Ethiopia,ETH,..,18.5285,15.4478434691779,15.3828977407906,15.3182908234333,15.2534899740501,15.1886779997606,15.1239877246579,15.0601822445542,14.9955852855138,14.9308975782695,..
Forest area (% of land area),AG.LND.FRST.ZS,Faroe Islands,FRO,0.0573065902578797,0.0573065902578797,0.0573065902578797,0.0573065902578797,0.0573065902578797,0.0573065902578797,0.0573065902578797,0.0585651537335286,0.0583941605839416,0.0583941605839416,0.0583941605839416,..
Forest area (% of land area),AG.LND.FRST.ZS,Fiji,FJI,51.4334975369458,55.0886699507389,60.5703338806787,60.935960591133,61.3015873015873,61.6672140120416,62.0328407224959,62.3984674329502,62.7640941434045,63.1297208538588,63.4953475643131,..
Forest area (% of land area),AG.LND.FRST.ZS,Finland,FIN,71.818936931613,73.6913227617453,73.7356454213418,73.7356454213418,73.7332192682285,73.7332192682285,73.7307932747672,73.7283674409423,73.7264996576714,73.7264996576714,73.7235162521384,..
Forest area (% of land area),AG.LND.FRST.ZS,France,FRA,26.7854160868355,28.3662677428333,31.2385193431673,31.3932646813248,31.5480100194823,31.7027553576399,31.8575006957974,32.0122460339549,32.1669913721124,32.32173671027,32.4764820484275,..
Forest area (% of land area),AG.LND.FRST.ZS,French Polynesia,PYF,39.4617486338798,42.7974647075771,43.0596369922213,43.0596369922213,43.0596369922213,43.0596369922213,43.0596369922213,43.0596369922213,43.0596369922213,43.0596369922213,43.0596369922213,..
Forest area (% of land area),AG.LND.FRST.ZS,Gabon,GAB,92.2172546280126,91.9781115380137,91.5512089106221,91.5051034268638,91.4589979431055,91.4128924593472,91.3667869755889,91.3206814918306,91.2745760080723,91.228470524314,91.1823650405558,..
Forest area (% of land area),AG.LND.FRST.ZS,"Gambia, The",GMB,40.9743083003953,35.3092885375494,26.8122529644269,26.2450592885375,25.6788537549407,25.1126482213439,24.5454545454545,23.9792490118577,23.4123814229249,22.8459584980237,22.2792391304348,..
Forest area (% of land area),AG.LND.FRST.ZS,Georgia,GEO,..,39.7265793639373,40.6159159591308,40.6159159591308,40.6159159591308,40.6159159591308,40.6159159591308,40.6159159591308,40.6159159591308,40.6159159591308,40.6159159591308,..
Forest area (% of land area),AG.LND.FRST.ZS,Germany,DEU,32.3661673302208,32.5376128385155,32.7323281545606,32.685482024273,32.6845464693591,32.6836109680005,32.6826755201923,32.6826755201923,32.6826755201923,32.685482024273,32.6789342643734,..
Forest area (% of land area),AG.LND.FRST.ZS,Ghana,GHA,43.6154522281797,38.8881515337963,34.6332073481586,34.8169113122967,35.0006152764349,35.0323459611497,35.0651553840542,35.0973937502747,35.1286771589176,35.1604431005612,35.1921958573042,..
Forest area (% of land area),AG.LND.FRST.ZS,Gibraltar,GIB,0,0,0,0,0,0,0,0,0,0,0,..
Forest area (% of land area),AG.LND.FRST.ZS,Greece,GRC,25.59,27.93040806827,30.27,30.2699767261443,30.2699767261443,30.2699767261443,30.2699767261443,30.2699767261443,30.2699767261443,30.2699767261443,30.2699767261443,..
Forest area (% of land area),AG.LND.FRST.ZS,Greenland,GRL,0.0006438396254024,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,..
Forest area (% of land area),AG.LND.FRST.ZS,Grenada,GRD,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,..
Forest area (% of land area),AG.LND.FRST.ZS,Guam,GUM,44.4444444444444,44.4444444444444,46.2962962962963,51.8518518518518,51.8518518518518,51.8518518518518,51.8518518518518,51.8518518518518,51.8518518518518,51.8518518518518,51.8518518518518,..
Forest area (% of land area),AG.LND.FRST.ZS,Guatemala,GTM,44.6173945502053,39.2795819335573,33.4621127286301,33.3538633818589,33.2456140350877,33.1373646883165,33.0291153415453,32.9208659947742,32.812616648003,32.7043673012318,32.5961179544606,..
Forest area (% of land area),AG.LND.FRST.ZS,Guinea,GIN,29.6109392804819,28.1987628194693,26.0011395083835,25.8383525964512,25.675565684519,25.5127787725867,25.3499918606544,25.1872049487221,25.0244180367898,24.8616311248576,24.6988442129253,..
Forest area (% of land area),AG.LND.FRST.ZS,Guinea-Bissau,GNB,79.4214082503556,76.4182076813656,71.9135846372688,71.6134423897582,71.3133001422475,71.0131578947368,70.7130156472262,70.4128733997155,70.1127311522048,69.8125889046942,69.5124466571835,..
Forest area (% of land area),AG.LND.FRST.ZS,Guyana,GUY,94.499110998222,94.3064262128524,93.7838963677927,93.7371602743206,93.6903733807468,93.6436372872746,93.5968503937008,87.2186227147864,87.1750179975372,87.1314345931609,87.0878369802027,..
Forest area (% of land area),AG.LND.FRST.ZS,Haiti,HTI,13.8940493468795,13.8116835994194,13.1658200290276,13.0529753265602,12.9401306240929,12.8272859216255,12.7144412191582,12.6015965166909,12.4887518142235,12.3759071117562,12.2630624092888,..
Forest area (% of land area),AG.LND.FRST.ZS,Honduras,HND,62.452229868621,60.5797658414514,57.7695057645902,57.5837876485834,57.3966395567075,57.2094020913397,57.0221646259719,56.8349271606042,56.6476896952364,56.4604522298686,56.2732147645008,..
